,CLX,CMC,CAR,AVID,PEP,FLS,ANF,OSK,VVI,EXTR,PRGS,DELL,GNW,JAKK,PLUG,RDNT,DSPG,ITW,MLM,VMC,LEN,PTX,SCOR,AXAS,GTS,NBR,HPE,TKR,RGS,MDRX,QEP,IDTI,USAK,NFLX,SUPN,CACC,WRLD,CPF,IRDM,XOMA,HOLX,DSPG,CACI,IR,LEA,HA,AAPL,HOLX,LNN,PEP,NSP,CHS,NMIH,RIG,DRI,FNF,MPC,BGFV,LEN,WMB,NUAN,SIGM,CNMD,FOE,FORR,STC,RDN,LHCG,OCLR,DELL,CASH,KMT,PFSI,TUES,ICPT
182,109.0,16.0,44.07,,104.18,45.38,24.04,45.16,35.37,4.31,26.36,,3.43,4.8,2.25,7.95,11.7,138.36,204.77,114.2,58.71,2.99,,2.09,24.17,,,44.45,15.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,108.94,14.79,42.28,,100.1,45.82,24.42,45.41,36.03,4.54,29.0,,3.98,4.35,2.06,8.35,11.7,135.67,200.54,113.97,58.89,2.98,,2.1,25.48,,,45.0,16.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,108.64,15.45,44.12,,101.96,48.14,20.19,45.99,35.84,4.57,29.78,,4.05,4.25,2.12,9.7,12.0,136.81,195.54,113.13,61.02,2.865,,2.21,24.99,,,46.6,16.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,108.69,14.77,42.27,,102.53,49.16,19.42,46.07,35.98,4.54,29.78,,4.05,4.25,2.16,10.45,11.75,137.72,211.56,121.2,62.56,2.71,,2.46,26.0,,,43.5,16.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,108.77,14.87,44.81,,103.31,50.83,18.75,45.56,35.7,4.28,28.76,,4.06,4.1,2.19,11.0,11.85,140.04,212.0,121.52,62.18,2.6,,2.46,26.75,,,46.7,15.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,111.89,14.59,44.75,,103.41,50.0,18.98,47.41,36.52,4.88,31.57,,4.16,3.9,2.13,11.15,12.3,145.64,199.2,113.21,61.4,2.38,,2.66,26.41,,,45.7,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,110.02,13.53,44.98,,101.98,45.5,17.77,45.88,37.08,5.03,31.33,,3.93,4.0,2.25,11.1,12.55,147.4,198.69,116.67,64.0,2.51,,2.54,25.97,,,44.2,14.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,110.2,14.06,45.56,,105.63,45.45,18.15,47.57,36.87,5.0,32.15,,4.12,4.0,2.57,11.55,13.0,147.96,206.23,119.6,63.24,2.4,,2.47,25.87,,,44.5,14.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,110.67,15.99,49.52,,108.27,45.79,19.09,48.66,35.26,5.03,31.93,,4.04,3.85,2.61,11.45,13.8,151.63,205.95,120.25,67.58,2.74,,2.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,109.26,16.55,49.84,,109.66,48.56,19.18,48.69,35.4,5.28,31.53,,4.0,3.8,2.97,11.25,13.925,152.82,204.57,116.28,69.26,2.585,,2.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,109.24,16.97,49.79,,109.19,47.68,20.12,48.95,35.35,5.35,32.25,,4.07,3.7,2.8,11.15,13.8,155.03,216.16,121.61,71.82,2.5,,2.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,106.19,14.37,49.94,,108.92,47.85,20.71,55.09,39.9,5.34,28.18,,4.11,3.4,2.7,10.9,13.45,159.06,217.12,122.45,67.82,2.41,,2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,107.59,14.85,45.17,,108.66,46.89,21.22,53.84,40.35,5.49,28.45,,2.83,3.4,2.75,10.6,13.45,157.3,211.81,126.43,60.02,2.4,,2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,109.2,14.38,40.51,,108.59,47.49,21.9,52.96,43.3,5.55,27.9,,3.08,3.4,2.87,10.0,12.7,157.14,213.25,124.09,58.69,2.22,,2.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,109.79,14.53,40.99,,108.17,49.26,22.55,54.56,44.75,5.71,28.81,,,3.5,2.55,9.8,12.55,157.14,207.72,123.04,60.86,2.39,,2.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,107.66,14.91,38.95,,107.45,49.13,22.62,54.44,44.2,6.19,29.25,,,3.5,2.32,10.05,13.2,159.84,205.9,122.32,59.04,2.49,,2.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,105.97,14.81,35.61,,107.87,48.77,17.02,54.78,43.45,6.44,28.98,,,3.45,2.39,10.1,12.85,164.87,202.65,121.21,57.48,2.9,,2.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,104.96,14.29,34.46,,104.05,46.24,17.25,54.44,46.8,6.15,28.77,,,3.0,2.51,9.65,13.0,166.49,214.1,125.88,59.79,2.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,106.75,13.64,34.94,,105.28,46.66,17.42,55.9,45.5,6.64,29.12,,,3.05,2.41,9.7,12.95,165.17,204.44,120.82,59.21,2.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,107.12,14.65,36.95,,107.34,46.18,16.72,50.88,44.3,6.71,28.91,,,2.9,2.36,10.0,12.7,167.13,211.1,124.23,58.06,2.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,106.12,13.69,36.29,,108.77,48.24,15.89,56.0,44.1,6.44,28.03,,,3.0,2.42,10.1,12.5,166.85,221.04,128.37,58.67,2.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,107.67,13.48,30.69,,105.99,46.75,16.12,54.91,43.45,7.51,29.05,,,3.05,2.36,10.6,12.55,166.03,227.33,131.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,110.44,12.97,25.23,,106.83,43.39,15.73,52.75,45.4,6.98,29.69,,,3.35,2.36,10.3,13.05,170.52,230.76,133.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,110.36,13.18,26.08,,105.62,43.6,15.75,53.53,44.3,7.05,29.09,,,3.4,2.35,10.15,13.05,172.42,226.98,135.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,111.94,13.92,26.27,,107.07,42.21,14.86,53.12,44.0,7.36,29.49,,,2.95,2.27,10.3,13.0,178.88,239.96,141.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,118.21,13.76,25.9,,105.81,41.35,14.53,55.22,43.85,7.815,29.72,,,2.65,2.08,10.05,12.45,170.38,217.29,131.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,117.62,13.94,25.99,,103.19,45.83,16.28,65.71,46.95,8.91,30.02,,,2.6,1.94,9.8,12.325,160.13,214.38,125.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,113.97,13.88,29.05,,101.31,45.98,14.6,66.18,47.25,9.24,29.45,,,2.65,1.695,10.05,12.3,162.55,216.25,126.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,111.69,14.43,24.72,,102.17,46.89,15.24,70.31,47.9,8.89,28.97,,,2.6,1.85,10.2,12.4,163.96,211.58,121.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,109.6,15.74,28.52,,100.6,49.42,14.2,69.68,46.95,9.56,29.2,,,2.475,1.96,10.1,12.15,158.56,204.31,117.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,109.84,16.47,27.47,,103.57,51.72,15.79,70.11,44.6,10.23,29.7,,,2.6,1.89,11.8,12.85,170.3,209.18,121.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,113.46,17.16,28.99,,105.87,48.2,13.31,66.53,46.1,10.12,29.19,,,2.35,1.94,12.45,12.7,170.96,207.2,117.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,116.24,16.74,27.05,,105.09,48.82,11.94,66.72,44.85,9.61,29.24,,,2.5,2.04,13.6,11.9,156.91,205.68,115.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,116.93,17.08,26.39,,104.63,48.05,12.0,64.61,45.2,10.23,30.29,,,2.35,1.89,13.5,11.7,155.64,205.43,114.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,120.52,16.86,24.7,,104.56,48.86,11.81,67.08,43.7,9.22,30.89,,,2.55,1.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,121.92,17.97,22.93,,101.55,49.76,11.88,69.0,43.0,9.31,31.56,,,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,123.25,17.62,25.04,,103.24,50.26,11.9,69.65,44.55,9.48,31.69,,,2.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,121.94,17.92,25.1,,103.48,51.44,11.36,72.55,45.2,9.55,31.78,,,2.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,122.28,17.46,26.16,,105.11,48.65,11.69,68.64,43.3,9.03,32.14,,,2.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,120.74,16.77,24.12,,106.1,50.96,12.55,67.69,43.3,8.87,31.45,,,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,123.85,16.5,27.34,,108.15,48.37,12.2,68.16,43.05,8.63,32.23,,,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,125.51,17.21,28.79,,109.83,47.72,11.98,66.17,43.4,10.68,32.52,,,2.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,128.78,17.35,30.38,,110.56,46.52,12.24,70.92,45.9,10.84,33.1,,,2.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,125.92,17.48,32.86,,109.59,46.0,11.98,68.11,46.5,11.51,33.46,,,2.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,127.05,16.99,32.02,,111.39,46.99,12.0,70.28,46.15,11.27,33.7,,,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,127.86,15.94,31.71,,112.12,45.65,11.31,67.85,46.25,11.23,37.31,,,2.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,126.83,16.91,32.44,,111.86,48.42,11.93,68.59,47.25,11.71,37.29,,,2.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,126.18,17.06,34.61,,111.61,48.64,10.62,69.36,47.65,11.89,38.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,126.86,17.89,36.25,,112.68,47.0,10.82,66.72,48.3,12.47,40.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,127.59,16.47,37.79,,113.43,48.66,11.68,70.74,49.3,12.14,40.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,129.05,16.54,36.73,,113.28,50.87,11.99,69.39,52.35,11.54,42.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,124.38,16.68,38.36,,113.22,49.98,12.52,67.59,54.3,12.03,42.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,127.54,15.91,36.38,,112.91,49.05,13.83,65.41,52.8,11.92,42.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,128.63,15.91,37.04,,113.69,49.11,12.46,64.44,52.5,11.24,42.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,127.82,15.89,35.65,,117.91,48.1,13.22,64.91,53.15,12.81,41.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,125.61,15.5,35.89,,117.67,48.59,13.42,65.23,55.0,13.71,42.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,126.45,15.14,36.17,,115.94,47.3,12.72,67.02,54.95,12.91,41.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,127.41,14.97,37.68,,116.86,47.45,12.53,67.73,56.05,12.56,41.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,126.56,16.15,37.49,,116.96,44.47,12.29,67.25,58.2,12.02,41.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,127.38,16.19,34.21,,115.49,46.43,12.44,68.88,60.9,12.55,42.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,128.53,15.8,32.56,,115.51,46.31,12.16,66.94,60.5,12.52,42.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,126.41,15.28,31.25,,114.93,46.17,8.89,68.43,61.25,13.43,43.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,122.45,16.4,31.38,,116.63,46.23,9.56,69.74,60.8,13.33,50.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,125.23,15.48,32.4,,116.61,41.3,9.83,68.02,59.6,13.8,51.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,130.46,16.69,37.73,,116.37,41.19,10.17,74.99,55.55,13.85,50.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,131.98,20.8,38.04,,116.51,38.83,9.81,73.97,56.2,14.3,48.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,128.83,21.06,38.48,,117.6,38.12,9.66,73.38,55.7,10.52,46.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,129.7,22.27,39.75,,115.85,38.41,12.34,72.13,57.05,12.05,47.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,129.92,22.51,38.46,,115.84,39.54,13.1,74.9,57.6,11.76,48.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,131.77,23.73,40.46,,115.04,39.48,13.52,74.45,56.35,11.34,46.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,132.37,22.61,38.33,,114.85,41.39,14.24,77.13,57.15,12.6,40.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,134.88,22.2,38.2,,111.85,42.63,14.26,79.72,57.15,12.68,41.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,137.16,21.78,36.68,,111.43,42.59,14.44,82.54,55.4,12.13,39.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,138.37,22.6,36.39,,110.4,43.32,14.43,84.24,57.15,11.56,38.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,136.58,20.38,36.48,,112.62,44.38,13.07,87.05,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,135.18,20.24,36.09,,111.61,45.38,13.76,87.13,58.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,131.07,21.15,39.25,,110.6,44.26,14.25,91.02,57.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,132.22,21.16,37.7,,110.22,39.25,11.82,86.64,55.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,133.42,22.11,37.63,,112.75,39.13,12.56,84.9,53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,132.24,22.2,38.42,,115.76,39.08,12.37,84.06,51.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
